open_date,close_date,department,city
2014-01-03 11:39:00,2014-01-21 08:16:00,Dept of Public Works,buffalo
2014-01-03 11:41:00,2014-01-14 08:41:00,DPIS,buffalo
2014-01-03 11:42:00,2014-01-07 06:31:00,Dept of Public Works,buffalo
2014-01-03 11:43:00,2014-01-14 08:45:00,DPIS,buffalo
2014-01-03 11:43:00,2014-01-14 08:45:00,DPIS,buffalo
2014-01-03 11:44:00,2014-01-13 06:39:00,Dept of Public Works,buffalo
2014-01-03 11:44:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 11:45:00,2014-01-14 08:46:00,DPIS,buffalo
2014-01-03 11:45:00,2014-01-09 08:41:00,Dept of Public Works,buffalo
2014-01-03 11:47:00,2014-01-14 08:58:00,DPIS,buffalo
2014-01-03 11:47:00,2014-01-14 08:43:00,DPIS,buffalo
2014-01-03 11:49:00,2014-01-03 11:50:00,Dept of Public Works,buffalo
2014-01-03 11:50:00,2014-01-09 09:07:00,Dept of Public Works,buffalo
2014-01-03 11:55:00,2014-01-10 08:23:00,DPIS,buffalo
2014-01-03 11:56:00,2014-01-03 15:30:00,Dept of Parking,buffalo
2014-01-03 11:56:00,2014-01-04 06:59:00,Dept of Public Works,buffalo
2014-01-03 11:58:00,2014-01-04 07:02:00,Dept of Public Works,buffalo
2014-01-03 12:09:00,2014-01-08 09:46:00,Dept of Parking,buffalo
2014-01-03 12:11:00,2014-01-10 08:18:00,Dept of Public Works,buffalo
2014-01-03 12:13:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 12:16:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 12:18:00,2014-01-14 09:52:00,DPIS,buffalo
2014-01-03 12:18:00,2014-01-09 08:51:00,Dept of Public Works,buffalo
2014-01-03 12:26:00,2014-01-17 13:08:00,Dept of Public Works,buffalo
2014-01-03 12:26:00,2014-01-09 09:02:00,Dept of Public Works,buffalo
2014-01-03 12:27:00,2014-01-04 07:10:00,Dept of Public Works,buffalo
2014-01-03 12:27:00,2014-01-03 15:55:00,Dept of Public Works,buffalo
2014-01-03 12:28:00,2014-01-08 09:47:00,Dept of Parking,buffalo
2014-01-03 12:30:00,2014-01-03 15:29:00,Dept of Parking,buffalo
2014-01-03 12:32:00,2014-01-10 09:00:00,DPIS,buffalo
2014-01-03 12:33:00,2014-01-13 08:51:00,Dept of Public Works,buffalo
2014-01-03 12:33:00,2014-01-10 08:59:00,DPIS,buffalo
2014-01-03 12:36:00,2014-01-06 10:24:00,Dept of Public Works,buffalo
2014-01-03 12:38:00,2014-01-10 09:07:00,Utilities,buffalo
2014-01-03 12:39:00,2014-01-06 11:26:00,Buffalo Police Department,buffalo
2014-01-03 12:40:00,2014-02-05 08:30:00,DPIS,buffalo
2014-01-03 12:40:00,2014-02-05 08:30:00,DPIS,buffalo
2014-01-03 12:42:00,2014-01-16 12:46:00,Dept of Public Works,buffalo
2014-01-03 12:45:00,2014-01-03 13:49:00,Utilities,buffalo
2014-01-03 12:45:00,2014-01-06 10:23:00,Dept of Public Works,buffalo
2014-01-03 12:52:00,2014-01-10 08:08:00,Dept of Public Works,buffalo
2014-01-03 12:53:00,2014-01-16 12:47:00,Dept of Public Works,buffalo
2014-01-03 12:55:00,2014-01-03 12:57:00,Dept of Public Works,buffalo
2014-01-03 12:56:00,2014-01-10 08:14:00,Dept of Public Works,buffalo
2014-01-03 12:59:00,2014-01-03 16:03:00,Dept of Public Works,buffalo
2014-01-03 13:00:00,2014-01-29 20:34:00,Dept of Public Works,buffalo
2014-01-03 13:01:00,2014-01-07 07:00:00,Dept of Public Works,buffalo
2014-01-03 13:01:00,2014-01-04 07:09:00,Dept of Public Works,buffalo
2014-01-03 13:04:00,2014-01-14 15:51:00,Dept of Public Works,buffalo
2014-01-03 13:12:00,2014-02-04 10:35:00,Dept of Public Works,buffalo
2014-01-03 13:12:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-03 13:16:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-03 13:17:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-03 13:18:00,2014-01-10 07:39:00,Dept of Public Works,buffalo
2014-01-03 13:19:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-03 13:20:00,2014-01-03 15:31:00,Dept of Parking,buffalo
2014-01-03 13:21:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-03 13:22:00,2014-01-09 13:52:00,Dept of Public Works,buffalo
2014-01-03 13:22:00,2014-01-11 07:41:00,Dept of Public Works,buffalo
2014-01-03 13:23:00,2014-01-04 07:02:00,Dept of Public Works,buffalo
2014-01-03 13:24:00,2014-01-10 10:56:00,DPIS,buffalo
2014-01-03 13:24:00,2014-01-04 07:06:00,Dept of Public Works,buffalo
2014-01-03 13:24:00,2014-02-04 10:36:00,Dept of Public Works,buffalo
2014-01-03 13:25:00,2014-01-10 08:46:00,DPIS,buffalo
2014-01-03 13:27:00,2014-01-09 08:26:00,Dept of Public Works,buffalo
2014-01-03 13:29:00,2014-01-16 12:55:00,Dept of Public Works,buffalo
2014-01-03 13:30:00,2014-01-04 07:02:00,Dept of Public Works,buffalo
2014-01-03 13:34:00,2014-01-08 11:51:00,Dept of Public Works,buffalo
2014-01-03 13:35:00,2014-01-21 13:10:00,Dept of Public Works,buffalo
2014-01-03 13:36:00,2014-02-04 10:36:00,Dept of Public Works,buffalo
2014-01-03 13:37:00,2014-01-06 11:25:00,Dept of Law,buffalo
2014-01-03 13:42:00,2014-01-16 12:48:00,Dept of Public Works,buffalo
2014-01-03 13:42:00,2014-01-11 07:49:00,Dept of Public Works,buffalo
2014-01-03 13:47:00,2014-01-10 07:50:00,Dept of Public Works,buffalo
2014-01-03 13:50:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 13:51:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 13:55:00,2014-01-27 16:43:00,Dept of Parking,buffalo
2014-01-03 13:55:00,2014-01-08 09:38:00,DPIS,buffalo
2014-01-03 14:02:00,2014-01-24 09:13:00,DPIS,buffalo
2014-01-03 14:06:00,2014-01-16 09:30:00,Assessment & Taxation,buffalo
2014-01-03 14:08:00,2014-01-04 07:05:00,Dept of Public Works,buffalo
2014-01-03 14:11:00,2014-02-04 10:37:00,Dept of Public Works,buffalo
2014-01-03 14:19:00,2014-01-06 10:22:00,Dept of Public Works,buffalo
2014-01-03 14:20:00,2014-02-04 10:37:00,Dept of Public Works,buffalo
2014-01-03 14:24:00,2014-02-04 10:38:00,Dept of Public Works,buffalo
2014-01-03 14:24:00,2014-01-04 07:01:00,Dept of Public Works,buffalo
2014-01-03 14:24:00,2014-01-06 10:21:00,Dept of Public Works,buffalo
2014-01-03 14:26:00,2014-02-04 10:38:00,Dept of Public Works,buffalo
2014-01-03 14:27:00,2014-01-13 09:01:00,Dept of Public Works,buffalo
2014-01-03 14:30:00,2014-02-04 10:39:00,Dept of Public Works,buffalo
2014-01-03 14:30:00,2014-01-10 08:09:00,Dept of Public Works,buffalo
2014-01-03 14:34:00,2014-02-04 10:43:00,Dept of Public Works,buffalo
2014-01-03 14:35:00,2014-01-14 12:55:00,Dept of Public Works,buffalo
2014-01-03 14:37:00,2014-02-04 10:44:00,Dept of Public Works,buffalo
2014-01-03 14:37:00,2014-01-11 07:57:00,Dept of Public Works,buffalo
2014-01-03 14:39:00,2014-01-11 07:56:00,Dept of Public Works,buffalo
2014-01-03 14:40:00,2014-01-16 11:11:00,Dept of Public Works,buffalo
2014-01-03 14:41:00,2014-01-06 10:21:00,Dept of Public Works,buffalo
2014-01-03 14:42:00,2014-01-13 09:07:00,Dept of Public Works,buffalo
2014-01-03 14:44:00,2014-01-16 12:56:00,Dept of Public Works,buffalo
2014-01-03 14:45:00,2014-01-14 12:55:00,Dept of Public Works,buffalo
2014-01-03 14:49:00,2014-01-09 09:15:00,Dept of Public Works,buffalo
2014-01-03 14:50:00,2014-01-10 08:21:00,Dept of Public Works,buffalo
2014-01-03 14:51:00,2014-01-10 08:21:00,Dept of Public Works,buffalo
2014-01-03 14:51:00,2014-01-14 15:51:00,Dept of Public Works,buffalo
2014-01-03 14:53:00,2014-01-08 09:46:00,Dept of Parking,buffalo
2014-01-03 14:54:00,2014-01-09 09:12:00,Dept of Public Works,buffalo
2014-01-03 14:55:00,2014-01-03 14:59:00,Dept of Public Works,buffalo
2014-01-03 14:56:00,2014-01-04 06:59:00,Dept of Public Works,buffalo
2014-01-03 14:58:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 14:59:00,2014-01-09 08:59:00,Dept of Public Works,buffalo
2014-01-03 14:59:00,2014-01-10 06:58:00,Dept of Public Works,buffalo
2014-01-03 15:01:00,2014-02-04 10:45:00,Dept of Public Works,buffalo
2014-01-03 15:04:00,2014-01-13 13:47:00,City Clerk,buffalo
2014-01-03 15:04:00,2014-01-04 07:05:00,Dept of Public Works,buffalo
2014-01-03 15:05:00,2014-02-04 10:46:00,Dept of Public Works,buffalo
2014-01-03 15:06:00,2014-01-06 10:20:00,Dept of Public Works,buffalo
2014-01-03 15:12:00,2014-02-04 10:46:00,Dept of Public Works,buffalo
2014-01-03 15:16:00,2014-01-06 10:19:00,Dept of Public Works,buffalo
2014-01-03 15:17:00,2014-01-04 07:04:00,Dept of Public Works,buffalo
2014-01-03 15:19:00,2014-02-04 10:46:00,Dept of Public Works,buffalo
2014-01-03 15:19:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 15:23:00,2014-02-04 10:47:00,Dept of Public Works,buffalo
2014-01-03 15:27:00,2014-02-04 10:48:00,Dept of Public Works,buffalo
2014-01-03 15:29:00,2014-01-13 09:03:00,Dept of Public Works,buffalo
2014-01-03 15:32:00,2014-02-04 10:49:00,Dept of Public Works,buffalo
2014-01-03 15:34:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 15:34:00,2014-01-08 09:45:00,Dept of Parking,buffalo
2014-01-03 15:34:00,2014-02-04 10:49:00,Dept of Public Works,buffalo
2014-01-03 15:37:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 15:38:00,2014-01-06 09:10:00,DPIS,buffalo
2014-01-03 15:38:00,2014-01-06 09:10:00,DPIS,buffalo
2014-01-03 15:39:00,2014-01-06 09:11:00,DPIS,buffalo
2014-01-03 15:39:00,2014-02-04 10:50:00,Dept of Public Works,buffalo
2014-01-03 15:41:00,2014-01-14 12:55:00,Dept of Public Works,buffalo
2014-01-03 15:43:00,2014-02-04 10:51:00,Dept of Public Works,buffalo
2014-01-03 15:47:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 15:49:00,2014-01-06 10:18:00,Dept of Public Works,buffalo
2014-01-03 15:50:00,2014-01-08 09:26:00,Office of the Mayor,buffalo
2014-01-03 15:51:00,2014-01-04 07:01:00,Dept of Public Works,buffalo
2014-01-03 15:55:00,2014-01-04 06:58:00,Dept of Public Works,buffalo
2014-01-03 15:59:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 16:01:00,2014-01-03 16:14:00,Dept of Public Works,buffalo
2014-01-03 16:01:00,2014-01-13 08:55:00,Dept of Public Works,buffalo
2014-01-03 16:03:00,2014-01-07 07:00:00,Dept of Public Works,buffalo
2014-01-03 16:05:00,2014-01-06 10:17:00,Dept of Public Works,buffalo
2014-01-03 16:06:00,2014-01-14 16:25:00,Dept of Public Works,buffalo
2014-01-03 16:07:00,2014-01-06 10:18:00,Dept of Public Works,buffalo
2014-01-03 16:07:00,2014-01-22 15:09:00,DPIS,buffalo
2014-01-03 16:13:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 16:14:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 16:17:00,2014-01-16 16:52:00,Buffalo Municipal Housing Authority,buffalo
2014-01-03 16:17:00,2014-01-08 09:43:00,Dept of Parking,buffalo
2014-01-03 16:18:00,2014-01-08 09:44:00,Dept of Parking,buffalo
2014-01-03 16:18:00,2014-01-08 09:43:00,Dept of Parking,buffalo
2014-01-03 16:18:00,2014-01-08 09:42:00,Dept of Parking,buffalo
2014-01-03 16:18:00,2014-01-08 09:41:00,Dept of Parking,buffalo
2014-01-03 16:18:00,2014-01-08 09:39:00,Dept of Parking,buffalo
2014-01-03 16:19:00,2014-01-06 11:24:00,Dept of Law,buffalo
2014-01-03 16:19:00,2014-01-04 07:01:00,Dept of Public Works,buffalo
2014-01-03 16:20:00,2014-01-10 10:27:00,DPIS,buffalo
2014-01-03 16:20:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 16:22:00,2014-01-30 10:17:00,DPIS,buffalo
2014-01-03 16:22:00,2014-01-30 10:17:00,DPIS,buffalo
2014-01-03 16:22:00,2014-01-06 10:16:00,Dept of Public Works,buffalo
2014-01-03 16:23:00,2014-01-06 15:37:00,Dept of Public Works,buffalo
2014-01-03 16:25:00,2014-01-20 08:20:00,Dept of Public Works,buffalo
2014-01-03 16:27:00,2014-01-17 08:11:00,Dept of Public Works,buffalo
2014-01-03 17:01:00,2014-01-06 09:07:00,DPIS,buffalo
2014-01-03 17:05:00,2014-01-06 13:55:00,DPIS,buffalo
2014-01-03 17:07:00,2014-01-06 13:56:00,DPIS,buffalo
2014-01-03 17:23:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-03 18:30:00,2014-01-10 09:11:00,DPIS,buffalo
2014-01-04 08:50:00,2014-01-16 15:54:00,DPIS,buffalo
2014-01-04 08:52:00,2014-01-16 15:54:00,DPIS,buffalo
2014-01-04 11:19:00,2014-01-10 08:47:00,DPIS,buffalo
2014-01-04 13:27:00,2014-01-10 08:47:00,DPIS,buffalo
2014-01-04 13:49:00,2014-01-06 11:31:00,Dept of Public Works,buffalo
2014-01-04 15:36:00,2014-01-13 09:05:00,Dept of Public Works,buffalo
2014-01-04 16:59:00,2014-02-28 15:12:00,DPIS,buffalo
2014-01-05 07:49:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-05 10:19:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-05 11:59:00,2014-01-15 08:07:00,DPIS,buffalo
2014-01-05 12:06:00,2014-01-10 09:58:00,DPIS,buffalo
2014-01-05 12:29:00,2014-01-06 11:23:00,Buffalo Police Department,buffalo
2014-01-05 14:08:00,2014-01-17 09:05:00,Dept of Public Works,buffalo
2014-01-05 15:53:00,2014-01-06 13:57:00,DPIS,buffalo
2014-01-05 15:53:00,2014-01-22 15:24:00,DPIS,buffalo
2014-01-05 15:55:00,2014-01-06 13:59:00,DPIS,buffalo
2014-01-05 16:29:00,2014-02-25 11:18:00,DPIS,buffalo
2014-01-05 16:31:00,2014-01-10 09:15:00,DPIS,buffalo
2014-01-05 16:32:00,2014-01-06 14:00:00,DPIS,buffalo
2014-01-05 17:52:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-05 18:10:00,2014-01-14 09:54:00,DPIS,buffalo
2014-01-05 20:26:00,2014-01-08 09:32:00,Dept of Parking,buffalo
2014-01-06 06:19:00,2014-01-06 11:22:00,Buffalo Police Department,buffalo
2014-01-06 07:36:00,2014-01-30 07:55:00,DPIS,buffalo
2014-01-06 08:07:00,2014-01-10 08:24:00,DPIS,buffalo
2014-01-06 08:39:00,2014-01-06 09:36:00,Dept of Public Works,buffalo
2014-01-06 08:43:00,2014-01-06 11:06:00,Dept of Public Works,buffalo
2014-01-06 08:43:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 08:44:00,2014-01-06 14:09:00,Dept of Law,buffalo
2014-01-06 08:45:00,2014-01-08 14:10:00,Dept of Public Works,buffalo
2014-01-06 08:45:00,2014-01-21 08:18:00,Dept of Public Works,buffalo
2014-01-06 08:46:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 08:46:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 08:46:00,2014-01-06 11:32:00,Dept of Public Works,buffalo
2014-01-06 08:46:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 08:49:00,2014-01-08 09:35:00,Dept of Parking,buffalo
2014-01-06 08:50:00,2014-01-14 07:57:00,Dept of Public Works,buffalo
2014-01-06 08:56:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 08:58:00,2014-01-18 07:00:00,Dept of Public Works,buffalo
2014-01-06 08:59:00,2014-01-09 09:52:00,Dept of Public Works,buffalo
2014-01-06 08:59:00,2014-01-16 15:57:00,DPIS,buffalo
2014-01-06 09:01:00,2014-01-08 10:41:00,Dept of Public Works,buffalo
2014-01-06 09:01:00,2014-01-09 09:53:00,Dept of Public Works,buffalo
2014-01-06 09:01:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 09:03:00,2014-01-09 09:53:00,Dept of Public Works,buffalo
2014-01-06 09:03:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-06 09:04:00,2014-01-14 06:42:00,Dept of Public Works,buffalo
2014-01-06 09:04:00,2014-01-14 08:41:00,Utilities,buffalo
2014-01-06 09:04:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 09:06:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 09:07:00,2014-01-13 09:05:00,Dept of Public Works,buffalo
2014-01-06 09:08:00,2014-01-14 08:23:00,Dept of Public Works,buffalo
2014-01-06 09:11:00,2014-01-09 13:51:00,Dept of Public Works,buffalo
2014-01-06 09:17:00,2014-01-14 09:25:00,Dept of Public Works,buffalo
2014-01-06 09:20:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 09:20:00,2014-01-09 09:54:00,Dept of Public Works,buffalo
2014-01-06 09:23:00,2014-01-15 09:35:00,Dept of Public Works,buffalo
2014-01-06 09:27:00,2014-01-14 11:53:00,DPIS,buffalo
2014-01-06 09:30:00,2014-01-13 08:58:00,Dept of Public Works,buffalo
2014-01-06 09:33:00,2014-01-08 14:29:00,DPIS,buffalo
2014-01-06 09:35:00,2014-01-06 11:32:00,Dept of Public Works,buffalo
2014-01-06 09:36:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 09:39:00,2014-01-11 07:00:00,Dept of Public Works,buffalo
2014-01-06 09:42:00,2014-01-13 08:56:00,Dept of Public Works,buffalo
2014-01-06 09:42:00,2014-01-14 07:00:00,Dept of Public Works,buffalo
2014-01-06 09:42:00,2014-01-08 10:37:00,Dept of Public Works,buffalo
2014-01-06 09:49:00,2014-01-08 09:25:00,Dept of Parking,buffalo
2014-01-06 09:54:00,2014-01-16 12:53:00,Dept of Public Works,buffalo
2014-01-06 09:59:00,2014-01-08 09:36:00,Dept of Parking,buffalo
2014-01-06 10:01:00,2014-01-08 09:34:00,Dept of Parking,buffalo
2014-01-06 10:02:00,2014-01-08 14:12:00,Dept of Public Works,buffalo
2014-01-06 10:04:00,2014-01-10 08:25:00,DPIS,buffalo
2014-01-06 10:04:00,2014-01-21 08:19:00,Dept of Public Works,buffalo
2014-01-06 10:05:00,2014-01-13 08:55:00,Dept of Public Works,buffalo
2014-01-06 10:05:00,2014-01-13 08:52:00,Dept of Public Works,buffalo
2014-01-06 10:06:00,2014-01-11 07:00:00,Dept of Public Works,buffalo
2014-01-06 10:07:00,2014-01-14 15:50:00,Dept of Public Works,buffalo
2014-01-06 10:08:00,2014-01-11 07:00:00,Dept of Public Works,buffalo
2014-01-06 10:08:00,2014-01-08 09:34:00,Dept of Parking,buffalo
2014-01-06 10:09:00,2014-01-07 08:43:00,Dept of Public Works,buffalo
2014-01-06 10:10:00,2014-01-10 08:01:00,Dept of Public Works,buffalo
2014-01-06 10:11:00,2014-01-08 14:11:00,Dept of Public Works,buffalo
2014-01-06 10:11:00,2014-01-21 08:25:00,Dept of Public Works,buffalo
2014-01-06 10:13:00,2014-01-09 10:22:00,Dept of Public Works,buffalo
2014-01-06 10:18:00,2014-01-08 09:36:00,Dept of Parking,buffalo
2014-01-06 10:22:00,2014-01-21 09:41:00,Utilities,buffalo
2014-01-06 10:24:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:27:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:28:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:28:00,2014-01-16 09:45:00,Dept of Public Works,buffalo
2014-01-06 10:29:00,2014-01-21 08:20:00,Dept of Public Works,buffalo
2014-01-06 10:30:00,2014-01-17 09:05:00,Dept of Public Works,buffalo
2014-01-06 10:30:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:30:00,2014-01-06 10:31:00,DPIS,buffalo
2014-01-06 10:30:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:31:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:32:00,2014-01-09 09:17:00,DPIS,buffalo
2014-01-06 10:35:00,2014-01-13 09:04:00,Dept of Public Works,buffalo
2014-01-06 10:36:00,2014-01-13 08:49:00,Dept of Public Works,buffalo
2014-01-06 10:38:00,2014-01-21 14:54:00,Dept of Parking,buffalo
2014-01-06 10:38:00,2014-01-15 09:27:00,Dept of Public Works,buffalo
2014-01-06 10:39:00,2014-01-16 12:39:00,Dept of Public Works,buffalo
2014-01-06 10:39:00,2014-01-14 07:59:00,Dept of Public Works,buffalo
2014-01-06 10:40:00,2014-01-06 11:05:00,Dept of Public Works,buffalo
2014-01-06 10:41:00,2014-01-09 10:56:00,Dept of Public Works,buffalo
2014-01-06 10:41:00,2014-01-22 08:51:00,DPIS,buffalo
2014-01-06 10:42:00,2014-01-06 11:20:00,Buffalo Police Department,buffalo
2014-01-06 10:43:00,2014-01-21 10:57:00,Dept of Public Works,buffalo
2014-01-06 10:46:00,2014-01-14 12:56:00,Dept of Public Works,buffalo
2014-01-06 10:47:00,2014-01-15 09:31:00,Dept of Public Works,buffalo
2014-01-06 10:48:00,2014-01-13 09:03:00,Dept of Public Works,buffalo
2014-01-06 10:49:00,2014-02-04 08:35:00,DPIS,buffalo
2014-01-06 10:50:00,2014-01-21 08:22:00,Dept of Public Works,buffalo
2014-01-06 10:51:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 10:52:00,2014-01-15 09:34:00,Dept of Public Works,buffalo
2014-01-06 10:53:00,2014-01-08 12:55:00,Dept of Public Works,buffalo
2014-01-06 10:54:00,2014-01-21 09:41:00,Dept of Public Works,buffalo
2014-01-06 11:02:00,2014-01-22 15:23:00,DPIS,buffalo
2014-01-06 11:03:00,2014-01-07 06:30:00,Dept of Public Works,buffalo
2014-01-06 11:05:00,2014-01-17 09:06:00,Dept of Public Works,buffalo
2014-01-06 11:08:00,2014-01-10 07:46:00,Dept of Public Works,buffalo
2014-01-06 11:09:00,2014-01-06 12:37:00,Dept of Public Works,buffalo
2014-01-06 11:09:00,2014-01-14 08:36:00,Dept of Public Works,buffalo
2014-01-06 11:17:00,2014-01-14 08:30:00,Dept of Public Works,buffalo
2014-01-06 11:18:00,2014-01-14 08:01:00,Dept of Public Works,buffalo
2014-01-06 11:22:00,2014-02-04 08:35:00,DPIS,buffalo
2014-01-06 11:23:00,2014-01-16 15:53:00,DPIS,buffalo
2014-01-06 11:26:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 11:26:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 11:26:00,2014-01-09 11:37:00,Dept of Public Works,buffalo
2014-01-06 11:29:00,2014-01-09 11:37:00,Dept of Public Works,buffalo
2014-01-06 11:35:00,2014-01-09 11:38:00,Dept of Public Works,buffalo
2014-01-06 11:36:00,2014-01-08 14:30:00,DPIS,buffalo
2014-01-06 11:41:00,2014-01-10 16:04:00,Dept of Public Works,buffalo
2014-01-06 11:44:00,2014-01-07 10:45:00,Office of the Mayor,buffalo
2014-01-06 11:44:00,2014-01-08 14:15:00,Dept of Public Works,buffalo
2014-01-06 11:45:00,2014-01-10 16:42:00,Dept of Parking,buffalo
2014-01-06 11:45:00,2014-01-06 11:46:00,DPIS,buffalo
2014-01-06 11:50:00,2014-01-08 08:44:00,Dept of Public Works,buffalo
2014-01-06 11:53:00,2014-01-09 11:32:00,Dept of Public Works,buffalo
2014-01-06 11:53:00,2014-01-08 10:39:00,Dept of Public Works,buffalo
2014-01-06 11:54:00,2014-01-11 07:37:00,Dept of Public Works,buffalo
2014-01-06 11:56:00,2014-01-14 08:03:00,Dept of Public Works,buffalo
2014-01-06 11:58:00,2014-01-13 14:48:00,Dept of Public Works,buffalo
2014-01-06 11:58:00,2014-01-10 11:31:00,Dept of Public Works,buffalo
2014-01-06 12:00:00,2014-01-09 11:31:00,Dept of Public Works,buffalo
2014-01-06 12:00:00,2014-01-09 11:32:00,Dept of Public Works,buffalo
2014-01-06 12:01:00,2014-01-09 11:30:00,Dept of Public Works,buffalo
2014-01-06 12:02:00,2014-01-08 12:55:00,Dept of Public Works,buffalo
2014-01-06 12:05:00,2014-01-10 07:45:00,Dept of Public Works,buffalo
2014-01-06 12:06:00,2014-01-08 09:29:00,Dept of Parking,buffalo
2014-01-06 12:06:00,2014-01-09 15:04:00,DPIS,buffalo
2014-01-06 12:08:00,2014-01-15 09:22:00,Dept of Public Works,buffalo
2014-01-06 12:13:00,2014-01-09 11:30:00,Dept of Public Works,buffalo
2014-01-06 12:13:00,2014-01-09 11:30:00,Dept of Public Works,buffalo
2014-01-06 12:16:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 12:19:00,2014-01-14 15:50:00,Dept of Public Works,buffalo
2014-01-06 12:24:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 12:25:00,2014-01-08 12:54:00,Dept of Public Works,buffalo
2014-01-06 12:28:00,2014-01-07 12:27:00,Utilities,buffalo
2014-01-06 12:29:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 12:33:00,2014-01-09 11:28:00,Dept of Public Works,buffalo
2014-01-06 12:35:00,2014-02-21 11:08:00,DPIS,buffalo
2014-01-06 12:39:00,2014-01-15 09:26:00,Dept of Public Works,buffalo
2014-01-06 12:39:00,2014-01-07 12:26:00,Utilities,buffalo
2014-01-06 12:40:00,2014-01-16 11:09:00,Dept of Public Works,buffalo
2014-01-06 12:42:00,2014-01-08 10:56:00,Buffalo Police Department,buffalo
2014-01-06 12:42:00,2014-01-15 16:06:00,Utilities,buffalo
2014-01-06 12:44:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 12:46:00,2014-01-09 11:28:00,Dept of Public Works,buffalo
2014-01-06 12:48:00,2014-01-16 12:40:00,Dept of Public Works,buffalo
2014-01-06 13:00:00,2014-01-15 09:38:00,Dept of Public Works,buffalo
2014-01-06 13:01:00,2014-01-11 07:00:00,Dept of Public Works,buffalo
2014-01-06 13:01:00,2014-01-08 09:41:00,Dept of Parking,buffalo
2014-01-06 13:06:00,2014-01-13 08:56:00,Dept of Public Works,buffalo
2014-01-06 13:10:00,2014-01-15 10:12:00,DPIS,buffalo
2014-01-06 13:12:00,2014-01-09 11:27:00,Dept of Public Works,buffalo
2014-01-06 13:13:00,2014-01-09 08:29:00,Utilities,buffalo
2014-01-06 13:14:00,2014-01-13 09:02:00,Dept of Public Works,buffalo
2014-01-06 13:20:00,2014-01-11 07:39:00,Dept of Public Works,buffalo
2014-01-06 13:24:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 13:27:00,2014-01-09 11:27:00,Dept of Public Works,buffalo
2014-01-06 13:27:00,2014-01-11 07:48:00,Dept of Public Works,buffalo
2014-01-06 13:38:00,2014-01-21 07:32:00,Dept of Public Works,buffalo
